text	label
Bato motoba bakufi mpe minganga mibale bamemami na bitumba ya ba ADF	rdc
Peintre mpe mosali bikeko Roger Botembe awei	rdc
Mobulu na campagne électorale mpo na ba gouverneurs na Lubumbashi	rdc
Ndako ya ntalo ya Denis Christel Sassou ekangami na bazuzi na Miami	bokengi / securite
VOA60 Lingala 12 avril 2021	bokolongono / santé / medecine
Koffi Olomide afundi baye bakangaki ye	rdc
"Daniel ""Massaro"" na parquet ya Cour d’appel ya Matete"	justice
Kolata masque ekomi lotomo na Sud-Kivu nsima na moto ya misato ya COVID-19	bokolongono / santé / medecine
Amerika epesi etumbu na procureure Fatou Bensouda ya CPI	justice
Trésor américain epesi etumbu na Musa Baluku mokonzi ya ba ADF na mitano misusu	rdc
Eyeno ya boko ba députés ya PPDR na mobulu mosalamaki na Kinshasa	politiki / politique
Kenya elingi kokanga ba camps epayi wapi bakima bitumba koleka 400.000 bazalaka	bokengi / securite
Koleka bato zomi bakufi na likama ya mayi na Kasaï	bokengi / securite
Félix Félix Tshisekedi na bakonzi basusu na matanga ma Idriss Deby na N'Djamena	politiki / politique
"Gouverneur Banisa alobeli ""état de siège"" na Ituri"	bokengi / securite
Bakangami bakimi boloko ya ANR nsima kofina nkingo ya mobateli na bango na Lubumbashi	bokengi / securite
Mokambi ya ba Maï Maï Mulangane akitisi minduki na babundi baye 120 na Walungu	bokengi / securite
Ngoyi Mulunda na ba avocats baye basengi appel na boloko ya Kasapa [TOTALA]	justice
Néhémie Mwilanya ayanoli mpo etali botelemeli ya Lamuka	rdc
Diomi Ngongala abimi na boloko	rdc
VOA60 Lingala 5 septembre 2020	bokengi / securite
VOA60 Lingala 28 septembre 2020	bokengi / securite
Etats-Unis ezongeli boyokani mpo na bokengi na RDC	bokengi / securite
TGI Kinshasa/Gombe etie plaidoirie le 11 juin nsima na koyoka banzeneneke banso na procès Kamerhe	justice
Pene na bato motoba bakufi na bitumba ya Bakata Katanga na Lubumbashi	rdc
Ba Léopards ya basi ya basketball na groupe C ya Afrobasket	rdc
Bazuzi babale ya Cour constitutionnelle batelemeli botiami na bango na Tshisekedi na Cour ya Cassation	justice
Sango ya le 24 juin 2019 na 16 TU na VOA Lingala	rdc
Kobika na bokono bwa sida	bokolongono / santé / medecine
Milulu mingi mpo na kosenga TPI mpo na RDC mibu 10 nsima na rapport mapping	justice
Mbulamatari epekisi kotimola minerais na maboko na esika bato pene na 50 bakundamaki na Kamituga	bokengi / securite
Zambie-RDC na bokutani na Lubumbashi mpo na basoda zambiens na mabele ma Congo	bokengi / securite
FARDC ezongisi nzoto ya soda ya Angola akufaki na masasi Kasaï	bokengi / securite
Bosambisami mpo na liwa ya ba experts ya ONU ezongeli nisma na sanza 6	justice
Ba commandants babale ya FARDC na Beni mpe Ituri babengisami na Kinshasa	rdc
Nzoto ya Etienne Tshisekedi ekonzonga le 30 mai	rdc
Tunisie na Angola bakaboli 1-1	rdc
VOA60 Lingala 10 octobre 2020	politiki / politique
VOA60 Lingala 30 avril 2020	bokengi / securite
Moyi Guinée Bintou Keita atiami mokonzi ya ONU (MONUSCO) na esika ya Zerrougui	politiki / politique
Bilenge ya Kabila balobi bazali bomoko na bato ya Beni	rdc
VOA60 Lingala 16 juin 2020	justice
Tshisekedi asembeli mpo na kimya na mboka, bofulukisami mpe ntombwa na 2021	politiki / politique
MONUSCO ekobanda kolongwa moke moke mpe ekotikalaka na Nord-Kivu, Sud-Kivu mpe Ituri	bokengi / securite
Koleka bato 20 bakufi na bitumba na Ituri	rdc
Ba soda ba pulusu na bayi bokengi bakopona mokonzi mboka mercredi na Congo-Brazzaville	politiki / politique
Muhindo Nzangi asengi Ruberwa kotika mosala mpo akosaki	politiki / politique
Basango ya le 22 mars 2019 na 16h TU na VOA Lingala	rdc
Sango ya le 13 août 2019 na 16h TU	rdc
Guterres alaki ete basimba minduki bakolimwa na Beni na lisungi ya Monusco na ba FARDC	rdc
VOA60 Lingala 3 août 2020	politiki / politique
VOA60 Lingala 10 septembre 2020	justice
Prince Philip ya Royaume-Uni akufi na mibu 99	politiki / politique
Pene na bakengemi 30 ya ba ADF/Etat islamique batikami	rdc
Ilunga Makabu, champion du monde ya Boxe	rdc
Kizunguzungu ntago ya zemi	bokolongono / santé / medecine
COIVD19 emati makasi na Madagascar ata nkisi ya Artemisia esalamaki kuna	bokolongono / santé / medecine
Conseil d'Etat ekoti kinzonzi na bosambisi ya Kabund na Mabunda mpo na ebonga ya 1er v-p ya Ass. Nat.	justice
Basango ya le 21 mars 2019 na 16TU na VOA Lingala	rdc
Auditorat esilisi enquête ya liwa ya Chebeya mpe elingi kosenga bosambisami ya John Numbi	justice
Kamala Harris azwi mangwele ya Moderna	bokolongono / santé / medecine
Ilunga Ilunkamba aponami Premier ministre	rdc
Nkanda ya UDPS nsima na bobimisami ya gouvernement provincial ya Haut-Katanga	rdc
Tshisekedi asengi babundi bakitisa minduki mpo bakozwa misala na Sake (Vidéo)	bokengi / securite
Bakoni basato basusu bazwami na Ebola na Butembo	bokolongono / santé / medecine
Agent ya santé azwaki vaccin abeli Ebola	rdc
VOA60 Lingala 21 avril 2021	justice
Basali ya laboratoire ya COVID19 na Ebola batelemisi mosala na Mbandaka (Vidéo)	bokolongono / santé / medecine
Bato basato bakufi na bokweyi ya mpepo na Kavunu	bokengi / securite
Bahati Lukwebo aponami mokambi ya Sénat lokola mpe Michel Kanyimbu bo’ rapporteur	politiki / politique
VOA60 Lingala 20 mars 2020	rdc
"Katumbi akomi Kin mpe atondi ba Kinois mpo bapekisaki ""faux penalty"""	politiki / politique
VOA60 13 octobre 2020	politiki / politique
Tshisekedi asengi FARDC etiya QG na Beni mpe esala elongo na Monusco	rdc
Trump apesi makanisi ya kopusa maponami ma le 3 novembre	politiki / politique
VOA60 Lingala 4 septembre 2020	justice
Minganga batamboli mpo na kotelemela bobomi ya moko na bango na Butembo	rdc
Assemblée nationale elobi ekokoba na linaka ya maponami ya 1er vp ata Conseil d’Etat eboyi	justice
Masasi mabetami na ndako ya Moïse Katumbi na Lubumbashi	bokengi / securite
Ba mouvements citoyens batamboli mpo kosenga mbongwana na misala mya maponami	politiki / politique
COVID-19: Ndenge bayi Beni balekisi mokolo mwa pasika	bokolongono / santé / medecine
Cour constitutionnelle elobi état d’urgence esakolami lolenge buku likonzi lisengi	justice
Moto azuwamaki na Ebola na Goma azongisami na Butembo	rdc
VOA60 Lingala 29 octobre 2020	bokengi / securite
USA lokola mpe mbulamatari ya Nigeria bandimi nanu te liwa lya Shekau, mokambi ya Boko Haram	bokengi / securite
Etat de siège: Koleka bato 54 babomami na basimba minduki na Boga mpe Tchabi na Ituri	bokengi / securite
Nzoto zomi ezwami nsima na bitumba ya ba Ngumbino na ba Twirwaneho na Fizi	bokengi / securite
Bemba, Fayulu, Katumbi na Muztio batomboki mpo na Ass. Nat. endimi boponami ya Malonda na kokamba CENI	politiki / politique
VOA60 Lingala 28 novembre 2020	politiki / politique
Bato 11 bakatemi mitu na batomboki na Alungupa na Beni	rdc
Sango ya le 9 mai 2019 na VOA Lingala	rdc
VOA60 Lingala 1er mai 2021	bokengi / securite
Ba Sénateurs baike ya FCC basengi Kabila bolongwi ya batambwisi ya lingomba na bango	politiki / politique
Sango ya le 30 mai 2019 na 16h TU na VOA Lingala	rdc
Bato basato bakufi na mobulu kati na police na bayi Ne Muanda Nsemi na Boma	bokengi / securite
Président Mokwetsi Eric ya Botswana na Tshisekedi bayokani kokolisa bondeko kati na bikolo na bango	politiki / politique
Tshisekedi na bisika ba sauts-de-moutons bizali kongama	rdc
VOA60 Lingala 27 mars 2021	politiki / politique
Sango ya le 2 juillet na VOA Lingala	rdc
Dr Mukwege alongwe na bokambi bitumba na COVID19 na Sud-Kivu	bokolongono / santé / medecine
Godefroid Mayobo andimami na ministère ya Intérieur bo' mokambi ya PALU	politiki / politique
Mampinga ya Amerika makosunga ba FARDC na bitumba na ba ADF	rdc
Mokano ya Cour constitutionelle ekei ngambo ya TGI eye epesaki elonga na Albert Yuma	justice
Hélicoptère ya FARDC ebungi na ba officiers na Ituri	bokengi / securite
Moto wa yambo akufi na COVID19 na Kinshasa	rdc
Bosambisami bwa Trump bobandi kasi basambeli ba ye balobi akozala te mpo asi alongwa	politiki / politique
Conseil d’Etat etelemisi bolongolami ya Kabund na linaka ya maponami ya 1er vp ya Ass. Nat.	justice
VOA60 Lingala 14 octobre 2020	politiki / politique
Liyebisi lya kafu kafu lya mbulamatari ya RDC mpo na mangwele ma COVID-19 lelo (Dr. Eteni)	bokolongono / santé / medecine
Trump abiki nsima na kosambisama mpe akoki lisusu kopesa nkombo na maponami makoya	politiki / politique
Bakambi ya Japon balaki Tshisekedi kozongela boyokani ya makasi	rdc
Banyemulenge basengi boyokani nsima na maloba ya Tshisekesi	rdc
Bato 15 batiyami na quarantaine na Bukavu	rdc
Bato pene 100 bazalaki kozanga nsima bozindi ya bwatu na lac Kivu, na Kalehe	rdc
Cour constitutionnelle ednimi elonga ya Sassou	politiki / politique
OMS ekebisi mokili mpo na kobosana Ebola likolo ya Coronavirus ya sika	rdc
Directeur financier ya maison civile ya Tshisekedi atindami na Makala	justice
Bayi Ne Mwanda Nsemi balobi bakufisi mitano kasi police elobi eza lokuta	rdc
VOA60 Lingala 17 mai 2020	justice
VOA60 Lingala 2 juin 2020	politiki / politique
Macron ayebisi Tshisekedi ete asepeli ndenge makambo mazali kokende na RDC	politiki / politique
Jacques Mugabo moko na ba policiers batanga na liwa ya Chebeya na Bazana akangami na Lubumbashi	bokengi / securite
Lucha etamboli mpe esambeli mpo bosolo ezala na maponami na Beni	rdc
Bayi UNC motoba bazoki na milulu mpo kosenga botikami ya Kamerhe na Bukavu	justice
Bokweyisami ya Mabunda na bililingi [TOTALA]	politiki / politique
Ba Antibalaka (Centrafrique) babomi koleka 50 bato uto janvier na Nord-Ubangi	rdc
Sango ya le 3 juillet 2019 na VOA Lingala	rdc
Minganga batamboli mpo na kosenga prime ya risque na Bukavu	rdc
VOA60 Lingala 10 avril 2021	politiki / politique
Pene na 700 mbeba ya makoki mabomoto masalami na mars (ONU)	rdc
Nkanda na likita ya mbulamatari mpo na eyano ministre ya bosembo apesi Assemblée Nationale	politiki / politique
Jacques Chirac azalaki moninga ya Mobutu, etatoli Mokonda Bonza	rdc
Ba ADF babomi lisusu bato koleka 22 na Beni (TOTALA)	bokengi / securite
Sit-in ya ba agents ya Monusco na Lubumbashi	rdc
Milulu ya mobu moko ya bokonzi ya Tshisekedi na Lubumbashi	rdc
Fayulu asengi na bakambi ya Amerika batosa bonsomi ya bana ya RDC	rdc
VOA60 Lingala 17 décembre 2020	politiki / politique
Tshisekedi atie bakonzi ya sika bayike na misala ya bosembo	rdc
Moto wa yambo azwami na COVID-19 libanda ya Kinshasa, na Ituri	rdc
Bitumba kati na balandi ba Trump na basusu yambo na Collège electoral kopona lundi	politiki / politique
Lisikulu lya Tshisekedi mpo na Ekolo liboso lya Congrès [TOTALA]	politiki / politique
Tshisekedi akomi na Abuja	rdc
Opposante Yvonne Iryamugwiza akangami na Rwanda	bokengi / securite
Bakati nzela babomi bato minei na Kasangulu	rdc
Sango ya le 12 juin 2019 na 16 TU na VOA Lingala	rdc
Tshisekedi na Kabila bakutanaki o'mokolo mwa lomingo (FCC)	politiki / politique
Koleka bato 100 bakufaki na explosion na beyrouth	bokengi / securite
Ndenge bato bazali komibatela na COVID-19 na Bunia	bokolongono / santé / medecine
Koleka bato 41 bawei na mpela ekasi na Kinshasa	rdc
Olenghankoyi alakisi Ne Mwanda Nsemi na bapanzi sango	rdc
Mpela ekasi ebomi pene na bato libwa na Kasaï	rdc
Washington Forum	rdc
Fayulu asengi boycott ya Parlement mpe alobi ba manifestations ebandi	rdc
Bakoni ba COVID-19 bakomi 30 na Kinshasa	rdc
VOA60 Lingala 20 mars 2021	politiki / politique
VOA60 30 juillet 2020	politiki / politique
Sassou andimami na PCT mpo na kopesa nkombo na maponami ya mars 2021	politiki / politique
Katumbi akiti na aéroport ya Lwano	rdc
Mokambi ya etuka ya Kasaï oritnetal Jean Maweja akweisami	politiki / politique
FCC ekokutana na Tshisekedi kaka na ba structures ya mibeko mpe ya boyokani (Kambere)	politiki / politique
Tshisekedi asepeli na lisungi mpe boyokani na France	rdc
Justice militaire epesameli enquête ya bitumba ya Bakata Katanga (G. Kankonde)	bokengi / securite
VOA60 Lingala 3 mai 2021	justice
"""Massaro"" Daniel Shangalume aboyi koyanola na parquet mpe atindami Makala"	justice
"OMS elobi Ebola na RDC ezali ""urgence"" ya molongo"	rdc
Dr. Oly ilunga asimbami na police	rdc
Bakambi ba AFRICOM balaki kosunga FARDC na bitumba na Groupe Etat islamique	bokengi / securite
PGR afungoli bolukiluki likolo ya misala ya 100 jours ya Tshisekedi	rdc
Ba infections ya nzela ya bomwasi	bokolongono / santé / medecine
Président Kaboré alongi maponami mpo na kotikala mokonzi ya Burkina Faso	politiki / politique
Tshisekedi akomi Beni	rdc
Tshisekedi alobi alongi nanu te mpo kimya ezali te na monyele ya RDC (Sheik Fita)	bokengi / securite
VOa60 Lingala 16 mars 2021	politiki / politique
Basoda bakimi Kamina te kasi batindami nde Kasaï central, elobi bakonzi ya ba FARDC	bokengi / securite
Tshisekedi asololi na PM ya Japon, na bakambi ya Toyota na Mitsubishi mpo na Inga	rdc
CPI eboyi kofuta Jean-Pierre Bemba mosolo mpo na boloko ya pamba	justice
Ndambo ya lisikulu ya Félix Tshisekedi liboso ya Congrès (na Lingala)	rdc
Sango ya le 1er juillet 2019 na VOA Lingala	rdc
RDC ekeyi na ngambo ya baye bandimi Sahara Occ. Bo’ mabele ma Maroc	politiki / politique
VOA60 Lingala 11 juin 2020	justice
Général Peter Tchirimwami azwi ebonga ya bokambi bitumba na ADF na Beni	bokengi / securite
VOA60 Lingala 2 novembre 2020	politiki / politique
COVID19 : Tanzanie epesi etumbu na mokambi ya loboratoire mpo na ba résultats ya mabe	bokolongono / santé / medecine
Moto ya mibale akufi na COVID-19 na Kinshasa	rdc
"Katumbi na bayi ""Ensemble"" na likita mpo na kokela parti ya sika"	rdc
Bokono bwa loposo ya ba ndundu	bokolongono / santé / medecine
"""Sika blocage eza te Sama Lukonde na mbulanmatari basala, soki bakoki te bakozongisa bokonzi na Kabila na 2023"", Nzekuye"	politiki / politique
FARDC epesi baloni ndingisa ya kokota Mwalika nsima na kobotola yango ba ADF	rdc
Police ebetaki ba journalistes baike na botambaoli na Kisangani	politiki / politique
Muzito alobi aboyi mampinga ya bapaya mpe asengi ONU Tribunal pénal mpo na RDC	politiki / politique
VOA60 Lingala 16 septembre 2020	politiki / politique
Moïse Katumbi alobi azwi epakolami ya Goma mpo na kosala parti na ye	rdc
Sylverte Ilunga, Premier ministre	rdc
Parquet général ya Cour d’appel ya Gombe ebengisi lisusu Kalev mardi	justice
Moto monene na entredépôt ya carburant na Kinshasa mpe na Kananga	rdc
Ba alliés ya UDPS basengi Tshisekedi apesa bango Primature	rdc
USA na RDC batie manzaka mpo na boyokani ya mambi ma mampinga	bokengi / securite
Sango ya le 14 août na 16h TU na VOA Lingala	rdc
VOA60 Lingala 14 avril 2021	justice
Trump aboyi kozala na bolapi ndayi ya Biden	politiki / politique
VOA60 Lingala 29 septembre 2020	bokengi / securite
Bemba asengi na bakeli mibeko ya MLC basala maseki te mpo na mbongwana ya maponami	politiki / politique
Assemblée nationale ekokende loyi te mpo na Etat de siège	politiki / politique
J-P Bemba na MLC bakanisi mibu 21 ya lingomba na bango na Kisangani (bilili)	rdc
Bukanga Lonzo: Matata Ponyo alaki komema makambo na bazuzi	justice
VOA60 Lingala 3 octobre 2020	politiki / politique
Banyamulenge basengi bokengi na ONU	bokengi / securite
Tshisekedi akozwa maloba na 75e Assemblée générale ya ONU mardi	politiki / politique
VOA60 Afrique 14 novembre 2020	politiki / politique
Tshisekedi apesi losako ya suka na directeur adjoint ya Communication na ye Kilosho	bokolongono / santé / medecine
Kalaka mokonzi ya Sénat abengisi likita mpo na kotia Bureau d’âge	politiki / politique
Police ebomaki 55 balandi ya Ne Muanda Nsemi bakufi, elobi HRW	bokengi / securite
VOA60 Lingala 8 mars 2021	politiki / politique
Landa Litatoli lya baye balobi bazalaki na bobomi ya Chebeya na Bazana (Partie 1)	bokengi / securite
Abdullahi ya Somalie asengi Tshisekedi kosunga bayi mboka na ye koyokana	bokengi / securite
Lissouba akokundama mpo na mwa ntango le 31 août na Paris	politiki / politique
Inspection Générale ya Finances etindi audit ya misala ya COVID19, ministère ya bokongono na IRNB	justice
Bisaleli ya bitumba na Ebola biyibami na Kisangani	rdc
VOA60 Lingala 23 décembre 2020	politiki / politique
Sango ya la 18 juin 2019 na 16h TU na VOA Lingala	rdc
Kamerhe akoti lopitalo	justice
VOA60 Lingala 18 février 2021	bokengi / securite
VOA60 Lingala 24 février 2021	politiki / politique
Ne Muanda Nsemi atindami CNPP	bokengi / securite
Colonel John Tshibangu akobima boloko samedi (Eccha)	rdc
Bahati Lukwebo alobi akotambola ye moko na lingomba na ye AFDC-A (Interview)	rdc
Bobimi na boloko ya col. John Tshibangu bozali na maboko ya Haute cour militaire	rdc
Sango ya le 31 juillet 2019 na 16h TU na VOA Lingala	rdc
Biden azwi mangwele ya COVID-19	bokolongono / santé / medecine
Matata Ponyo afundi mokambi ya IGF Jules Alingete	justice
VOA60 Lingala 4 mars 2021	bokolongono / santé / medecine
Bavandi batomboki na lopango ya Monusco ya Beni	rdc
F. Tshisekedi alaki kotiya manzaka na boyokani ya UA ya bitumba na kaniaka	rdc
Sassou abengisi likika ya CEEAC samedi mpo na matata na Centrafrique	politiki / politique
Tshisekedi na masolo na Aleksandar Vučic na Belgrade (Serbie)	rdc
Vague ya misato ya COVID-19 na RDC esakolami na Ministre ya Santé	bokolongono / santé / medecine
Mabunda akweyisami nsima na maponami	politiki / politique
VOA60 Lingala 24 mars 2021	bokengi / securite
Société civile esengi PM belge bolongwi na FARDC ya bakambi bafundama na mbeba	rdc
Bokengi botiami na bokebi mpo balandi ba Trump bakoki kovandisa ye na bokonzi lelo na Washington	bokengi / securite
Tshisekedi apesi mibeko mbulamatari efuta mosolo mpo na baye ya likama ya Lufu	rdc
VOA60 Lingala 5 novembre 2020	politiki / politique
Eddy Kapend na basusu babimi kasi etumbu na bango elongwe te (Me Willy Wenga)	justice
VOA60 Lingala 21 mars 2020	rdc
Gaz lacrymogène nsima na bokomi ya Kamerhe na Cour d’appel ya Matete/Limete	justice
"""Na Bozindo"": Kambere alimboli ndenge FCC etelemeli botiami ya Bahati bo' ""Informateur"""	politiki / politique
Thomas Lubanga abwaki mbela na bubundi mpo na bakitisa minduki na Ituri	bokengi / securite
VOA60 Lingala 30 septembre 2020	politiki / politique
VOA60 Lingala 26 mars 2021	bokolongono / santé / medecine
COVID19 : Richard Muyej abengisi losambo ya sanza mibale na Lualaba	bokolongono / santé / medecine
Bemba, Fayulu, Katumbi mpe Muzito baboyi bayi bureau ya CENI ya kala bazonga	politiki / politique
Etat de siège: Tshisekedi atie ba officiers ya police na bibonga ya ba Maires na Nord-Kivu mpe Ituri	bokengi / securite
Sénatrice Goya aboyi kolongola plainte contre Thambwe Mwamba	justice
MLC elobi balandela mpe kaniaka na ntango ya mponami ya président	rdc
Mposo ya kosunga bato kotalisa nzoto mpo na VIH/SIDA, COVID-19 mpe Hépatie ya ofele	bokolongono / santé / medecine
Basango ya le 20 mars 2019 na 16h TU na VOA Lingala	rdc
Nzoto ya Tshisekedi ekiti na Kinshasa	rdc
Monusco ebakisi bibundeli mpe esengi kimya na bana ya Hauts Plateaux na Sud-Kivu	rdc
Ba ONG basengi balendela Nandaa nsima ya bofundami ya Washington	rdc
Bana ya RDC bakanisi bobomami ya bandeko na bango na RDC, na milulu na Washington mpe bisiki mingi	politiki / politique
Démocrate mosusu afundi Trump mpo na eyoma na Capitole	justice
Volcan Nyiragongo: Mbulamatari epesi OVG makoki ya kosala mosala ndenge esengeli (Patrick Muyaya)	bokengi / securite
VOA60 Lingala 6 janvier 2021	politiki / politique
"UDPS ekebisi bato bazali komemisa yango mokumba ya ""milice"" ekangami na Kingabwa"	politiki / politique
Mobulu na Likasi mardi nsima basimba mibuki kobama bayi libota lyoko na Likasi	bokengi / securite
Ba Alliés ya UDPS basengi matata masila kati na CACH na FCC	rdc
Sassou Nguesso akomi na Kinshasa mpo na matanga ya Tshisekedi	rdc
Cour internationale ya justice ekotinda ba experts mpo na kotala motuya ya mbeba Ouganda esala na RDC	justice
"""Motion de censure"" mpo na bolongwi ya Néron Mbungu mokambi molandi ya Kinshasa"	politiki / politique
Pompeo alaki lisusu Tshisekedi lisungi ya USA	rdc
240 miliciens ya CODECO batiki minduki kasi FARDC ekokoba offensive na Ituri	rdc
Police epanzi batombali ya Lamuka	rdc
Mikolo ya ba FDLR mizali ya kotanga, eyanoli Sec. d’Etat ya Rwanda	rdc
"""Tshisekedi na Kabila bakobima na lifelo kaka soki bandimi maponami misusu"" (Muzito)"	rdc
Communauté Congolaise ya Etats-Unis ebengisi marche na Washington le 17 janvier	rdc
"Tshisekedi : ""nga na bokonzi, mboka ekokatana te"""	rdc
Chine elongoli nyongo ya 28 millions $ ya RDC mpe elaki 17 millions $ na lisungi na bokambi UA	politiki / politique
Bakambi ya Lamuka balobi batikali lisanga mpe bakokoma plateforme ya politiki	rdc
Biden apameli Trump na kolekisa ntango na ye ya kobanda kobundisa COVID-19	bokolongono / santé / medecine
Coromavirus emonani na bato 14 na Kinshasa	rdc
Prof Ekwalanga azokoma Kin mpo na kosala na Dr. Munynagi na basusu na bitumba na COVID19	bokolongono / santé / medecine
Ba sado ya Ouganda babomi bato babale na lac Albert	bokengi / securite
Tshisekedi na molangani wa ye batombeli bana RDC eyenga botama mpe mobu molamu	rdc
Mokambi ya ba FARDC apameli ba Maï Maï mpo na kobundisa misala mya Ebola	rdc
Maponami ya ba gouverneurs matiyami le 10 avril	rdc
TP Mazembe ekokutana na Raja CA na ¼ ya finale	rdc
Lingomba Etat islamique elobi yango nde libuki boloko ya Kangbayi (Beni) [TOTALA]	bokengi / securite
Bokono bwa cancer ya bana	bokolongono / santé / medecine
FMI epesi pene na 369 millions $ crédit d’urgence	rdc
"Pierre Lumbi atiami SG ya ""Ensemble pour la république"", parti ya Katumbi"	rdc
OVG ekebisi ete bato bakufa na botomboki ya volcan Nyiragongo kosangana na ba gaz ya lac Kivu	bokengi / securite
VOA60 Lingala 1er février 2021	politiki / politique
Félix Tshisekedi, Kagame na Joao Lourenço na matanga ya Etienne Tshisekedi	rdc
Espoir Ngalukiye alobeli projet oyo amemi na Fellowship Mandela Yali 2019	rdc
Ntoma ya Amerika Mike Hammer alobeli lisungi lya USA mpo na kimya na monyele ya RDC	bokengi / securite
Ba Léopards ya RDC baleki na 8es	rdc
Ilunga Ilunkamba atiki mokanda ya bozwi na ye na Cour constitutionnelle	rdc
IGF epesi mikolo 5 na Sénat mpo na kolimbola ndenge misolo misalelamaki wuto 2019 kino 2020	justice
Sylvano Kasongo alimboli likambo ya enlèvement ya député Mbemba	rdc
Evêque Mukuna atiki mokanda ya kofunda Kabila na parquet	justice
TGI Kinshasa/Gombe elobi ekoki kosambisa Kalev Mutondo te	justice
Manu Dibango akufi na COVID-19	rdc
Basango ya le 18 avril 2019 na 16h TU na VOA Lingala	rdc
Bakambi ya ba musulmans bapameli bobomi ya Imam moko na losambo na Beni	bokengi / securite
Tshisekedi azelami na Goma mardi	politiki / politique
Ba Congolais baike balobeli mateya ya bosangisi nzoto epayi na bana	bokolongono / santé / medecine
Fayulu asengi maponami ma lombango, alimbisi mpe asengi kotelemela Malonda (Interview)	politiki / politique
Sassou, Touadera, Deby na Lourenço basengi masolo na Centrafrique	bokengi / securite
Parquet ezali kolukisa Kalev Mutondo	justice
Donald Trump asengi na batomboki kozongela nzela ya Buku likonzi na Mali	bokengi / securite
Pene na bato 36.000 bazalaki na 7ème Festival Amani na Goma	rdc
Bilenge 36 ya Lucha batikami nsima na mposo moko ya bokangami na Goma	rdc
Etats-Unis epesi 50 respirateurs mpo na COVID19 na RDC	bokolongono / santé / medecine
Tshisekedi akosakola mikano na ye o'mokolo mwa eyenga na 14h30 ya Kinshasa	politiki / politique
Bato koleka 30 bakufi mpe koleka 500 bazwami na peste na Ituri	bokolongono / santé / medecine
Sango ya le 13 mai 2019 na VOA Lingala	rdc
Batimoli makele na maboko basengeli kotika mine ya Kove na Lualaba	rdc
Ba ntoma ya bikolo ya bapaya balaki kosunga na kobundisa bozangi bokeni na RDC	bokengi / securite
VOA60 Lingala 23 mars 2021	politiki / politique
Mokambi ya ba FDLR akufi na Allemagne	rdc
MSF ezali koluka basali baye misatu balimwa na 2013	rdc
Société civile esengi bosambisami ya bato bakangami na bibundeli mpe minduki na Beni [TOTALA]	bokengi / securite
Mende akutani na Tshisekedi mpe akomi pene na kokoka Union Sacrée	politiki / politique
Moussa Faki asololi na Tshisekedi mpo kobongisa bokambi na ye ya UA	politiki / politique
"""Cohabitaion to coalition ekozala te na mboka, makambo wana masi maleki,"" ekati Kabund"	politiki / politique
Sous-Sec. adj. Peterson asololi na Fayulu mpo makoki ma bomoto na maponami ma 2023	politiki / politique
Kimya ezongi nsima liwa ya moto na mombongo na ndelo na Ouganda	rdc
Trump alongolaki etumbu ya Dan Gertler yambo atika bokonzi	justice
Kamerhe akozala liboso lya bazuzi le 24 juillet	justice
Baike ya FCC bazalaki te kasi Assemblée nationale endimi mobeko mopesi nzela ya kokota na ZLECAF	politiki / politique
Bato ya boloko ya kala babwaki mbela na Tshisekedi	rdc
Tshisekedi na bokutani na Chambre du commerce USA-Afrique	rdc
Babundi ba Ngumino na ba Twagiraheno nde babomaki koleka bato zomi na Kipupu (mbulatari/Sud-Kivu)	bokengi / securite
VOA60 Lingala 18 décembre 2020	politiki / politique
Sassou asengi droit de veto mpo na Afrika mpe Tshisekedi, lisungi lya molongo na bitumba ya Afrika	politiki / politique
Bayike bapekisi misa mpo na koboya botelemisi mosala ya balakisi na Bukavu	rdc
Ba avocats français ya Kamerhe bazali kobanga mpo na bomoi na ye	justice
Ba Yakutumba, Nyatura, Gumino, Nakiliba mpe Kashumba baboyi cessez-le-feu	rdc
OMS ezali kosala bolukiluki likolo na bofundi ya kozwa basi na makasi na nzela na Ebola	bokolongono / santé / medecine
Bato banei bakufi na mpela na Sud-Kivu	rdc
VOA60 2 juillet 2020	justice
Bakambi ba ECC bazali kokoba koluka kimya na ba matata CACH na FCC	politiki / politique
Ba congolais baike bazali kolata masque te ata mbonge ya mibale ya COVID-19 engali	bokolongono / santé / medecine
Mukwege alobeli bokokani ya basi na babali na likita lya G7	politiki / politique
Ruberwa atindami na mbalakaka na Afrique du Sud mpo na COVID-19	bokolongono / santé / medecine
Koleka 1.500 minduki ya bitumba na ba bombes etiyami maboko na Gbadolite	bokengi / securite
HaltEbola elobeli mosala ezali kosala	rdc
Sassou alaki lisungi na bikolo nzinga nzinga mpo na kimya na mokili	bokengi / securite
Gilbert Kankonde alobi police ekopanza bokutani bwa Congrès mpo na kopekisa COVID19	politiki / politique
Bikolo bya CEEAC bakotinda basoda na Centrafrique mpe bipesi maboko na maponami ma dimanche	bokengi / securite
"""Confinement"" na Brazzaville ntango ya ba feti"	bokolongono / santé / medecine
Motion ya censure mpo na PM Ilunga etikami na Assemblée nationale	politiki / politique
Kabila aboyi PPRD mpe FCC bazala na mbulamatari, elobi Emmanuel Ramazani	politiki / politique
MAPONAMI MA AMERIKA 2020: Matata mabimi likolo na ntango molayi ya kozela koyeba molongi	politiki / politique
Russie ekobanda komeka mangwele ya COVID-19 na juin	bokolongono / santé / medecine
Maponami ya mokambi ya Sankuru lobi le 10 juillet	rdc
