text	label
Mareykanka oo laga ansixiyay Tallaalka Covid-19	maraykanka
Kerry Oo La Kulmay Madaxda Kazakhstan	maraykanka
Qoyska: Nidaamka Waxbarashada Durugsan	soomaaliya
Leicester City oo Horyaalka Ingiriiska Qaaday	caalamka
Kenya oo ka walaacsan mowqifka Swan ee Jubaland	soomaaliya
Urur Mideynaya Magaalooyinka Bariga Afrika	afrika
Balcad: Ciidamada DF iyo AMISOM oo Weeraray Shabaab	soomaaliya
Faaqidaadda: Ururka Al-Saadicuun Bil-Xaq	soomaaliya
Hogaamiyaha Jarmalka oo ka Hadashey Xiisada Ukraine iyo Ruushka	soomaaliya
Minnesota oo Sharci Kasoo Saartay Gudniinka Gabdhaha	maraykanka
Maxamed Dheere oo Dowladda loo Dhiibay	wararka
Milatariga Bukina Faso oo Xukunka Wareejinaya	afrika
Shir ku Saabsan Kallumeysiga oo ka Dhacay Jabuuti	afrika
Lix dal oo African ah oo aan weli laga helin Coronavirus	afrika
Madaxweyne Xasan Oo Booqanaya Jabuuti	soomaaliya
Jabuuti oo diiwaan gelisay 83 kiis oo cusub oo Coronavirus ah	soomaaliya
Soomaalida Maraykanka oo si Firfrcoon uga Qaybqaadanaya Siyaasadda	maraykanka
Somaliland oo lagu Dhawaaqay Xisbiyadda Siyaasadda	soomaaliya
George H. W. Bush oo maanta la aasayo	maraykanka
Trump oo ammaanay heshiiska Yurub	maraykanka
Guddida Doorashada: Xulista Aqalka Sare	soomaaliya
Taliye Tareedishe oo ka hadlay weerarkii shalay ka dhacay Muqdisho	soomaaliya
Warbixin: Doorka Haweenka ee Siyaasadda iyo Nabadda	soomaaliya
Ilmo Lagu Gowracay Gobolka Sool	soomaaliya
Meydka qof Soomaali ah oo laga helay Basel	caalamka
Miisaaniyadda Somaliland oo la Ansixiyey	soomaaliya
Heshiis Dhexmaray Somalia & Somaliland	wararka
Qurbajoogga iyo Ololaha Doorashooyinka Somaliland	wararka
Diyaarado Duqeeyey Masjid Ku Yaalla Gedo	soomaaliya
Al-Shabaab oo Taliye ku Dishay Gariley	soomaaliya
Mareykanka oo Ciidamo Geeyey Syria	maraykanka
Ethiopia oo Leexinaysa Biyaha Wabiga Nile	afrika
Qaraxa Tiyaatarka Qaranka ee Muqdisho	wararka
UK: Dibadbaxyo caddaalad loogu raadinayo Shukri Cabdi	caalamka
2 Qarax Oo 32 Qof Ku Dilay Magaalada Homs	caalamka
Diyaarado Duqeeyey Buurdhuubo	wararka
Ururka NSUM oo ka Hadlay Shirka Taleex	wararka
Kenya oo la soo Gabagabeeyay Tacsidii Qaran	afrika
Wararkii ugu dambeeyey shirka guddiyada farsamo ee Baydhaba	soomaaliya
Wareysi: Shariif Xasan Sh. Aadan	soomaaliya
Dhaqanka iyo Hiddaha Qeybtii 12-aad (Suugaantii Goba-nimadoonka Q-3aad )	wararka
Waxqabadka 100-kii Cisho ee xukuumadda Siilaanyo	wararka
Maxay yihiin kooxaha qalalaasaha ka wada Mozambique?	afrika
Dowladda oo shaacisay xog la xiriirta qaraxii Soobe	soomaaliya
35 qof oo ku dhintay Dagaallada Somalia	wararka
Sawirro: Africa iyo Koobka Adduunka 2014	bogga ciyaaraha
Rouhani: Iran waxa ay wajahaysaa sanadkeedii ugu adkaa	caalamka
USA: Mudaneyaal Lacag U Dalbay Soomaaliya	maraykanka
Ciidamo ka Socda AMISOM oo Baydhabo la Geeyay	wararka
Nin Hubeysan Oo Toban Qof Ku Dilay Mareykanka	maraykanka
Soomaaliya: Dhallinyarada oo doonaysa xilal siyasadeed	soomaaliya
Dib u Dhis Xoog Leh oo ka Socda Mogadishu	wararka
Ciidamada dowladda federaalka oo ku dagaalamay Dhuusomareeb	soomaaliya
Dhalinyaro Somali ah oo Saxaraha ku Dhintay	soomaaliya
Barnaamij: Shirka London Q-2aad	wararka
Maraykanka oo Maxkamad soo taagay 5 Soomaali ah	wararka
57 qof oo ku dhimatay Tanzania	afrika
Muqdisho: Amar la Xiriira Hub -Qaadashada	wararka
Ethiopia oo ansixisay sharci ka dhan ah hadallada naceybka	afrika
Askari Mareykan ah oo Lagu Dilay Soomaaliya	maraykanka
Sudan: Milatariga iyo Mucaaradka oo Heshiiyay	afrika
Dad ku Dhintay Qarax ka Dhacay Muqdisho	soomaaliya
26 qof oo ku dhintay shil ka dhacay Tunisia	afrika
Laba Qarax oo ka Dhacay Dalka Turkiga	caalamka
Farmaajo oo Aqbalay Xil ka Qaadista Kheyre	soomaaliya
QM: Waxaan Baareynaa Weerarada Droneska	caalamka
Tirada kiisaska Coronavirus ee caalamka oo dhaaftay 700,000	caalamka
Wicitaanka iyo Prof. Ibbi	wararka
Lafta Giriin: Dowladda KMG ah waa la Afgambiyay	wararka
Maxay tahay arrinta lagu haysto duqa Istanbul ee la xiriirta qabriga Sultan Mehmed II?	caalamka
Nabadeyn ka Bilaabatay Deegaanada Buuhoodle ku Dhow	wararka
Britain oo Doorashadii Loo Dareeray	wararka
Kenya oo khafiiineysa ciqaabta qaxootiga	soomaaliya
Dad rayid ah oo ku dhintay qarax ka dhacay duleedka Jowhar	soomaaliya
PSG oo Guul-darro biddey Manchester United	bogga ciyaaraha
Shirkii Cadaado oo 60 Xildhibaan lagaga Dhawaaqay	soomaaliya
AC Milan oo iibisay Locatelli	bogga ciyaaraha
Professor Maxamed Cabdi Gaandi oo geeriyooday	soomaaliya
Dhaqanka iyo Hiddaha Q 53-aad (Habaarka Q-1)	soomaaliya
Barcaleno oo laga badiyey	wararka
Micnaha Maraykanka ee dilka Bin Laden	wararka
Qaramada Midoobay oo Ka Walaacsan Qalalaasaha Qudus	caalamka
Jarmalka oo laga reebay koobka adduunka	bogga ciyaaraha
Ammaanka Madaxtooyada DKMG oo la Adkeeyey Qaraxii Shalay ka dib	wararka
Ruushka: Hoggaamiye Mucaarad ah oo la Xirey	caalamka
Soomaali oo Noqdey Ergeyga Suugaanta Edmonton	caalamka
Siday AMISOM uga bixi kartaa Somalia?	soomaaliya
Tallaalka COVID-19 oo la gaarsiiyey Kismaayo	soomaaliya
Dagaal Ka Dhacay Dimishiq	wararka
Ra'iisul Wasaaraha Turkiga Oo Xilka ka Degaya	caalamka
Daacish oo 19 qof ka afduubatay bartamaha Syria	caalamka
Madaxweyne Gaas oo Qodobo Kala Duwan ka Hadlay	soomaaliya
Markab Saliid sida oo la afduubtay	wararka
Puntland Oo Afduubkii Sanaag Ka Hadashay	soomaaliya
Somaliland Charges Six Russians With Aviation & Immigrations Violations	wararka
Diyaarado Weeraray Degmada Jilib	wararka
Abiy Ahmed oo guddoomay abaal-marinta Nobel Peace	afrika
Maamul loo Magacaabay Gobolka Hiiraan	wararka
Somalia: Baarlamaanka oo Miisaaniyadda 2018 Ansixiyey	soomaaliya
Soomaalida Toronto Iyo Booliska oo Kulmay	caalamka
Dooni ku Degtey Xeebaha Libya	caalamka
Ciidamada Dowladda iyo Maleeshiyaadka al-Shabaab oo maalinkii 2-aad ku dagaallamaya Hiiraan	soomaaliya
Ban: Dowladda iyo Falaagada S. Sudan Waa Inay Heshiiyaan	afrika
Daacuunkii ugu Xumaa Dunida oo ka Jira Yemen	caalamka
Wararkii ugu Dambeeyey Doorashada Kenya	afrika
Faaqidaadda: Dacwaddii xil-ka-xayuubinta Trump	maraykanka
Martida Makrafoonka: Idil Cabdullaahi	wararka
Xiisad ka Dhalatay Maxaabiis la Dilay oo ka Taagan Beledxaawo	soomaaliya
Liverpool iyo City oo isu jawaabaya	bogga ciyaaraha
Pakistan: Al-Qacidadii K/Asia Waa Burburinay	caalamka
Gambia: Adama Barrow oo Banjul Tagaya	afrika
Djibouti: Shirkii Hayb-Sooca oo soo Xirmay	wararka
Abaaraha ka jira Bartamaha Somalia	wararka
Somaliland oo ciqaab adag kasoo saartay dhoofinta duur joogta	soomaaliya
Aqalka Sare ee Ruushka oo Putin ku Taageeray Crimea	caalamka
USA: Waan ka Xunahay Xukunka Kufsiga Muqdisho	soomaaliya
Kenya: Maxkamad Amartay Dib u Soo Celinta Mucaarad La Musaafuriyay	afrika
Shirka jihaynta siyaasadda Puntland oo lasoo geba-gebeeyey	soomaaliya
Soomaali ku Dhex Go'doonsan Badda Cas	soomaaliya
Cudurka Dabeysha oo ka Dilaacay Syria	caalamka
Xabbad Joojin Loogu Baaqay Dhinacyada Yemen	caalamka
Dunida Muslimka oo maanta Ciidaya	soomaaliya
Minnesota: Dhalinyaro Soomaali ah oo la Xukumay	maraykanka
Turkiga oo ku Dadaalaya in Qatar Go'doonka Laga Qaado	caalamka
Dhaqanka iyo Hiddaha qeybta 462-aad	soomaaliya
Ammaanka gobollada xeebta ee Kenya oo la adkeeyey	afrika
Sideed qof oo lagu dilay magaalada Atlanta ee gobolka Georgia	maraykanka
Xiisadaha Suuqyada Saamiyada Dunida	caalamka
Somalia: Baahida Daran ee Gurmadka Deg-degga ah	soomaaliya
3 Kale oo loo Xiray Weerarkii Faransiiska	caalamka
Argentine oo 1-0 ku garaacday Nigeria	wararka
At Least 13 Killed in Mogadishu Fighting	wararka
Canada oo dib u furtay magaalooyinkii ay saarneyd xayiraadda COVID-19	maraykanka
Wareysi: Agaasimaha Rugta Ganacsiga Soomaaliyeed	soomaaliya
Johnson iyo xisbigiisa oo ku guuleystay doorashadii Britain	caalamka
Aqalka Sare oo Dib u Dhigay Doodda Qalbi-dhagax	soomaaliya
"Trump oo caawa jeedin doona khudbadda ""Qaranka"""	maraykanka
Nin kale oo loo Qabtay Weerarkii London	caalamka
Dagaal Goof Gaduud Ka Dhacay Oo Dilay 12	soomaaliya
AFRICOM: Dad ayaa ku Dhintay Weerarada Somalia	soomaaliya
Faaqidaadda: Xaaladda xoriyadda saxaafadda Soomaaliya	soomaaliya
Masar: Ikhwaanka oo ku Baaqay Dibadbaxyo Cusub	afrika
Madaxweyne ku Xigeenka Kenya oo la Maxkamadeynayo	afrika
Twitter-ka Trump oo hawada laga saaray	maraykanka
Xogta Kheyraadka Somalia Oo la Gudbiyey	soomaaliya
Shirka Madasha oo Maalintii Labaad ka Socda Baydhaba	soomaaliya
Muqdisho: Fikradaha Xagjirnimada oo Laga Dooday	soomaaliya
Dad ku Sugnaa Bartamaha Barcelona oo Baabuur lagu Weeraray	caalamka
Dad Loo Heysto Dilka Gud. Hore ee Buula-Burde oo La Soo Xirey	soomaaliya
Trump oo ka laabtay amar dood badan dhaliyey	maraykanka
Xuska Maalinta Macallinka Soomaaliyeed	soomaaliya
Soomaali Laga Celiyey Mareykanka oo la Geeyey Muqdisho	soomaaliya
Cumaan oo dalkeeda ka xanibtay app-ka ClubHouse	caalamka
Wareysi: Cabdullahi Xirsi iyo Cawil Daahir	soomaaliya
Xabbad Joojin ka Dhaqangashay Beledweyne	soomaaliya
Fallanqeyn ku saabsan shirka doorashooyinka ee Muqdisho	soomaaliya
Sacuudiga oo sii daayey al-Amoudi	afrika
Trump oo ku hanjabay inuu militari u adeegsan doono dibad-baxyada Mareykanka	maraykanka
Neymar oo aad loola xiriirinayo Real Madrid	bogga ciyaaraha
Nolosha Hablaha Soomaaliyeed (Q-1aad)	wararka
Qof Shacab ah oo Lagu Diley Beledweyne	soomaaliya
Dhageyso Barnaamijka Martida Mikrafoonka	soomaaliya
Trump oo Mamnuucaya TikTok	maraykanka
Maxaa Al-Shabaab u suurto-geliyey weerarkii Manda Bay?	afrika
Oomaar: Kismaayo kama jiro maamul lagu aamino hawada	soomaaliya
Doorashada USA Oo Iowa Ka Billaabanaysa	maraykanka
Yemen: Shir laga Yeeshay Tahriibka	wararka
IGAD oo soo Dhaweysay Dhameystirka Xilliga KMG	soomaaliya
Manchester City oo hogaanka qabatay	bogga ciyaaraha
Kenya: Al-Shabab oo Dilay Labo Booliis ah	afrika
Beledweyne: Shabaab Miino la Qaraxday	wararka
Kulankii uu Farmaajo ku baaqay oo laga cabsi qabo inuu baaqdo	soomaaliya
Eritrea oo Sii Deysay Maxaabiis Jabuutiyaan ah	soomaaliya
Maraykanka oo Cambaareeyey Qaraxyada Kampala	wararka
Martida Makrafoonka iyo Dhalinyarada Afrika	wararka
Gaarisa: Ciidamada Kenya oo xadgudub lagu eedeeyey	afrika
Cruz iyo Sanders oo ku Guuleystay Wisconsin	maraykanka
Dr. Beyle: Maalgashigu Waqti buu Qaadanayaa	soomaaliya
Uganda oo Ciidan Cusub u Diraysa Somalia	wararka
Afhayeenka Wasaaradda Amniga oo ka Hadlay Qaraxa	soomaaliya
JID AAN JIHO LAHAYN	caalamka
Wararkii ugu dambeeyey Soomaalida dibad-baxyada ka wada Indonesia	caalamka
Guddiga Dastuuka oo Wadatashiyo Wada	wararka
Ciidamada Bangladesh oo ka Hadlay Weerarkii Makhaayadda	caalamka
Warkii ugu dambeeyay xaaladda Jigjiga	afrika
Mareykanka oo ka Digey Khatar Burundi uga Timaada Alshabab	wararka
Ruushka oo ka digey inuu sii xumaado xiririka kala dhaxeya Mareykanka	maraykanka
20 carruur ah oo ku geeriyooday dab qabsaday Iskuulkooda	afrika
Abaalmarin Loo Yaboohay Dilka Imaam Masjid	caalamka
Aragtida bulshada rayidka ah ee muddo kororsiga hay'adaha dowladda	soomaaliya
Ciidamada DKMG oo Qabsaday Dhoobley	wararka
Soomaaliya oo Dib u Heshay safaaradda Kenya	wararka
Barnaamij: Kufsiga Haweenka ku jira Xeryaha	wararka
Muqdisho: Laba Qarax oo ka Dhacay Hotel Dayax	soomaaliya
Rabshado ka dhacay Garoonka Ciyaaraha Hargeysa	soomaaliya
Mareykanka oo Jaray Dhaqaalihii uu Siin Jiray Masar	maraykanka
12 Qof oo Ku Dhintay Weerar ka Dhacay Paris	caalamka
Muqdisho oo laga xusay maalinta Afka Hooyo	wararka
Siyaasi Kale oo Weyn oo Obama ka hor Yimid	maraykanka
Maraykanka oo ka Hadlay Xaaladda Masar	maraykanka
Jarmalka oo Qaaday Koobka Adduunka 2014	bogga ciyaaraha
Joe Biden oo magacaabaya Xoghayaha Gaashaandhigga	caalamka
Trump oo Weerar ku Qaaday Xubnaha Jamhuuriga	maraykanka
Hub iyo Dad Lagu Qabtay Gaarisa	soomaaliya
Warbixin: Saameynta Weeraradii Ka Dhacay Yurub	caalamka
Muqdisho: Araajida Musharaxiinta	wararka
Canada: Xisbiga NDP oo mar kale doortay Faysal Xasan	caalamka
Minnesota: Maxkamadeynta 3 Soomaali Ah oo Gashay Maalinkii 10-aad	maraykanka
Dhaqanka iyo Hiddaha Qeybtii 18-aad (Sugaanta Jacaylka Q-2aad )	wararka
Wasiirka Amniga Kenya oo Shil Diyaaradeed ku Dhintay	wararka
Obama: Weerarkii Orlando Waa Fal Argagixisnimo	maraykanka
Kenya oo Hab Cusub Kula Dagaalmeysa Qishka	afrika
Baarlamanka Somalia oo ka Dooday Dhiibitaankii Qalbi-Dhagax	soomaaliya
Israsaaseyn iyo Dil ka Dhacay Boosaaso	wararka
Sacuudiga 'oo dhexda ka qabtay 8 diyaarad oo lagu soo weeraray'	caalamka
Madaxweynaha oo Difaacay In Xiriirka loo Jaro Iran	soomaaliya
Qaxooti Suuriyaan ah oo gaaray Dhuusamareeb	soomaaliya
Dhallinyarada Soomaalida Nairobi oo laga wacyi-gelinayo xagjirnimada	afrika
Faaqidaadda: Shirarka caalamiga ah ee Soomaaliya	soomaaliya
Bandhigga VOA: Taariikhda diblomaasiyadda	soomaaliya
Dagaal ka dhacay Xadka Kenya iyo Somalia	wararka
Daacish oo Sheegtay Qaraxii Kaniisadda Qaahira	afrika
Amnesty oo ka Digtay in Hubka loo Fasxo Somalia	soomaaliya
Dagaalka ka Socda Bariga Ukraine	caalamka
Britain oo Qabanaysa Shir ku Saabsan Soomaaliya	wararka
Russia oo guul ku billaabatay koobka adduunka	soomaaliya
Musharraxiin Soomaali ah oo ku soo baxay doorashooyinkii Ingiriiska	caalamka
Madaxweynaha Mali oo is-casilay	afrika
Kenya oo ka aargudatay tallaabo ka dhan ah oo ay qaaday UK	afrika
Casharadii Laga Bartay Weerarkii Ceel-Cadde	soomaaliya
Wicitaanka Dhageystaha: Dr. Cabdiqani Cusman	soomaaliya
Ciraaq oo ay Daacish Askar ku Laysey	caalamka
Dhaqanka iyo Hiddaha, Qeybta 497-aad	soomaaliya
Muqdisho: Dibadbax Lagaga soo Horjeedo Al-Shabaab	wararka
Patrick Shanahan oo booqanaya Afghanistan	maraykanka
Dhalinyarada Maanta & Dagaallada Soomaaliya	wararka
Shabaab oo Duullaan ku Dhawaaqay	wararka
ONLF oo ka shiray xaaladda siyaasadda Itoobiya	afrika
Ethiopian Rebels Say They Found Missing WFP Workers	wararka
Cayaaryahan hore, Biriq oo u geeriyooday Coronavirus	soomaaliya
Kenya: Maxaabiis Cunno Ka Soontay	wararka
Dagaallo Weli ka Socda Bariga Ukraine	caalamka
Soomaali ka Tirsan ISIS oo Syria lagu Dilay	soomaaliya
Danjiraha USA ee India oo is Casishey	maraykanka
Sacuudiga oo joojisay ciqaabta karbaashka	caalamka
Waa Kuma Sarkaal Booliis Maxamed Nuur	maraykanka
Maxay Sacuudi Carabiya ka fileysaa madaxweyne Biden?	caalamka
Xildhibaanno Dhexdhexaadin ku Baaqay	wararka
Weerar Lagu Qaadey Xero UN ku Leedahay S.Sudan	afrika
Wararkii ugu dambeeyey baaritaanka weerarkii Nairobi	afrika
Liiska cayaartoyda Germany ee koobka adduunka	bogga ciyaaraha
Imaaraadka oo lacagta ka jaray Falastiiniyiinta kadib heshiiskii Israel	caalamka
Faaqidaadda: Shirka Nairobi	wararka
Faaqidaadda: Xuska 60 guuradii xorriyadda Soomaaliya	soomaaliya
War Murtiyeedka Dowladda iyo Maamul Goboleedyada	soomaaliya
Cudurka daacuunka oo ka dillaacay Wajeer	afrika
Maxay ka dhigan tahay in mar kale uu Senate-ka dambi ku waayey Trump?	maraykanka
VOA iyo Barnaamijyada Ciidda Carafo	wararka
Mourinho oo xukun xabsi lagu riday	bogga ciyaaraha
Barn. Wax-soosaarka Beeraha (Q. 1aad)	wararka
Semifinal: Ingriiska iyo Croatia oo is-haya	bogga ciyaaraha
Pakistan: Weerar lagu Qaaday Kaniisado	caalamka
Madaxweyne Trump oo dib ugu laabtay Aqalka Cad	maraykanka
Guddoomiyaha maxkamadda sare oo la dhaariyey	soomaaliya
Al-Shabaab oo 25 qof ka Qafaashay Number 50	soomaaliya
ISIS: Waxaan Qabsanay Qeyb Magaalada Kobane	caalamka
Al-Shabab Rebels Claim Responsibility for Bombing	wararka
Dood ka taagan hub laga iibinayo Sacuudiga iyo Imaaraadka	maraykanka
Kerry iyo Lavrov oo ka Wadahadlay Ukraine	caalamka
Wararkii ugu Dambeeyay ee Mudaaharaadka Masar	wararka
Baaq loo Diray Maamulka Puntland	soomaaliya
Kufsi & Dil Ka Dhacay Duleedka Kismaayo	soomaaliya
Taariikh Nololeedkii Maxamed Cali Clay	maraykanka
Sidee ayuu u dhacay weerarkii Muqdisho?	soomaaliya
Kenya oo Ciidamo Dheeraad ah Geyneysa Xadka Soomaaliya	afrika
Madaxweyne Shariif oo ka hadlay Abaaraha	wararka
Dagaallo ka dhacay Bartamaha Somalia	wararka
Madoobe oo ka hadlay muranka baarlamaanka	wararka
Xukuumadda iyo Muddo Kordhinta Baarlamaanka	wararka
Door nuucee ah ayay qaxootiga Soomaaliyeed ku leeyihiin gacansiga Islii?	afrika
Ciidanka Ciraaq oo Dib u Qabsaday Tikrit	caalamka
Muslimiinta Ohio oo raashin u qeybiyey shaqaalada dowladda	maraykanka
Dabaaldaga Ciidda iyo Sebtember 11 oo Isku Aadey	caalamka
UNHCR: Nafaqo darro Haysa Caruurta Soomaalida ee Itoobiya	wararka
FBI oo Baaritaan ku Sameysay Guri la Tuhmay	maraykanka
Belgium: 2 Qof Oo Loo Xiray Tuhun Argagixiso	caalamka
Falastiin oo cambaareysay go'aanka Mareykanka	caalamka
Xulufada Sacuudiga oo Shacab ku Laayey Yemen	caalamka
Duqeyn iyo Dagaallo ka Dhacay Muqdisho	wararka
Sacuudiga oo Xadka u Furaya Xujayda Qadar	caalamka
Xiisad ka dhex-oogan India iyo China kadib dilka 20 askari	caalamka
Wararkii ugu danbeeyey ee debed-baxyada Mali	afrika
"RW: Xariga Soomaalida Islii waa ""Nasiib-darro"""	soomaaliya
Kabul: Qaraxyo Iyo Weerar Lagu Dilay 28 Qof	caalamka
Dagaal ka Dhacay Muqdisho	wararka
Rabshado ka Qarxay Magaalada Charlotte	maraykanka
Faaqidaadda: Codeynta Aqalke Hoose ee xil-ka-qaadista Trump	maraykanka
Ergay cusub oo Somalia loo magacaabay	wararka
Qarax dhimasho leh oo ka dhacay Muqdisho	soomaaliya
AMISOM oo Baro Cusub ka Sameysatay Muqdisho	wararka
Wasiir Cawad: Maxkamad ayaa go'aan ka gaareysa kiiska badda	soomaaliya
Soomaalida Finland oo Dood Yeeshay	caalamka
Britain: Tirinta Codeynta oo Socota	caalamka
Laba nin oo lagu xiray garoonka JF Keneddy	wararka
Diyaarad Drone oo ku Dhacday Puntland	soomaaliya
Iniesta oo Noloshiisa u Hibeeyay Barcelona	bogga ciyaaraha
Arsene Wenger :Booskeyga Dib u Eegis Ayaa Lagu Sameynayaa	bogga ciyaaraha
Dad ku dhintay dagaal beeleed ka dhacay Galgaduud	soomaaliya
Roobab ka Da'ay Qeybo ka Mid ah Soomaaliya	soomaaliya
Macalimiin Laga Afduubtay Dhadhaab	afrika
UK oo Sharciyo Adag ka soo Saaray Gudniinka	caalamka
Isbitaalkii Ugu Horeeyey oo Laga Hirgeliyey Maxaas	soomaaliya
In ku Dhow 100 oo ku Dhimatay Dhulgariir ka Dhacay Indonesia	caalamka
Cawayska iyo Fanaanka Cabdi Qaboojiye	wararka
Booliska Dunida oo ka Digay Kooxaha Somalia	wararka
Melania Trump oo booqaneysa Kenya	afrika
In Kabadan 700 oo ku Dhimatay Xajka	caalamka
Dad ku dhintay diyaarad ku dhacday dalka Kazakhstan	caalamka
Shirweynaha Africa iyo Russia oo maanta furmaya	afrika
Wareysi: Wasiirka Caafimaadka Soomaaliya	soomaaliya
Obama: Waan Burburineynaa Ururka ISIS	maraykanka
Tiger Woods oo ku dhaawacmay shil baabuur	maraykanka
DKMG oo Goobo Cusub kusii Durugtay	wararka
Maxaa ugu wacan fatahaadaha kusoo noqnoqda Beledweyne?	soomaaliya
Dhageyso Warkii Ugu Dambeeyey ee Cayaaraha	bogga ciyaaraha
Shiinaha oo xiray haweeney Canadian ah	caalamka
Ergo ku Baxday Dagaalka Sool	soomaaliya
Jowhar: Al-Shabaab oo Xubno-Goys Fulisay	wararka
Dhinacyada isku haya doorashada Soomaaliya oo digniin loo diray	soomaaliya
Go'aan laga gaaray kiiskii Jabuuti iyo DP World	afrika
Afar Nin oo Lagu Dilay Sacuudiga	caalamka
Al-Bashiir oo loo wareejiyey xabsi	afrika
Weerar lagu Qaaday Jaamacadda Gaarisa	afrika
Myanmar: Madaxweyne Cusub oo la Dhaariyey	caalamka
Ukraine: Ruushka ayaa soo Riday Diyaaradda	caalamka
Australia: Arday dib ugu laabanaysa iskuullada lix bilood kadib	caalamka
Trump: Dhibaatada Korea-da Waqooyi waa la Xalin Doonaa	maraykanka
Hagel oo Booqanaya Shiinaha	maraykanka
Soomaalida Mareykanka Sharciga ka Weydey ee Kanada u Qaxdey	soomaaliya
Golaha Ammaanka oo u Codeynaya Xabad Joojinta Siiriya	caalamka
Gaalkacyo oo Ciidamada la kala Qaaday	soomaaliya
Shirka Kampala oo ay Go'aammo kasoo Muuqdaan	wararka
Amisom: Lix Horjooge Ayaan Ka Dilnay Shabab	soomaaliya
QM: Dowladda Syria Ayaa Hortaagan Gargaarka	caalamka
RW Itoobiya oo Addis Ababa kula Kulmay Muuse Biixi	soomaaliya
Wiil u Dhashay Boqortooyada Britain	caalamka
Dadaallada ay Scotland uga go’eyso UK oo xoogeystay	caalamka
Maxkamada Jabuuti Iyo Boreh Oo Billabatay	afrika
Shirka La-dagaallanka Argagixisada Oo Muqdisho Ka Furmay	soomaaliya
Arday loo Tababaray Jaamacadda Koonfurta Somalia	wararka
Boqorkii dalka Oman oo geeriyooday	caalamka
Jamhuurriga oo Dood Yeelanaya Caawa	maraykanka
Al-Shabab Oo 5 Qof Ku Fuliyey Dil Toogasho	soomaaliya
Flynn oo si Wanaagsan ula Shaqeynaya Mueller	maraykanka
"ISIS oo ""Gowracdey"" Alan Henning"	caalamka
Soomaaliya iyo Kenya oo heshiis gaaray	soomaaliya
al-Abadi oo loo Magacaabay Ra'iisul-wasaaraha Ciraaq	caalamka
Wafti ka socda Qatar oo tagey dekadda Hobyo	soomaaliya
Trump oo Muslimiinta Afur u Sameeyey	maraykanka
Boko Xaram oo Dilay Boqolaal Rayid ah	soomaaliya
Duqii Muqdisho oo u geeriyooday dhaawacii soo gaaray	soomaaliya
Maxkamadda Berbera oo Ridday Xukunno	wararka
Dad Daawanayay Cayaaraha Adduunka oo La Qarxiyay	afrika
Eritrea oo aqbashay inay ciidankeeda kala baxdo gobolka Tigray	afrika
Muqdisho: Qarax ka Dhacay Suuq Bacaad	soomaaliya
Bernie Sanders oo ka haray tartanka doorashada	maraykanka
Turkiga oo Xusay Sanadguuradi Koowaad ee Afganbigi Fashilmay	caalamka
Prof. Afyare oo sharxay labada hab doorasho ee Soomaaliya	soomaaliya
Santorum oo Ku Guuleystay Laba Gobol	wararka
Al-Shabaab oo Dad ka Afduubtay Lamu	afrika
Barn:Hambalyada iyo Heesaha	wararka
Brazil oo 3-0 Ku Garaacday Austria	bogga ciyaaraha
Yurub oo wajahaysa mowjado kuleyl ah	caalamka
Maraykanka oo Duqeyn ka Fuliyay Meel u dhow Jamaame.	maraykanka
Wicitaanka Dhagaystaha: Haweenka & Doorashada Somaliland	wararka
Netanyahu: Wadahadallo Qarsoodi ah ayaan la Leenahay Dalal Carbeed	caalamka
Qaabka Doorashada 2016 Oo la Go'aamiyey	soomaaliya
Gudd. Midowga Afrika oo Muqdisho Booqday	soomaaliya
Baabuur Dad Lagu Dardarsiiyey Sweden	caalamka
Korea-da Waqooyi oo gantaal cusub tijaabisay	caalamka
Shiinaha oo qaaday tallaabooyin ay Taiwan 'u aragtay' qorshe weerar	caalamka
Ahlusunna iyo Galmudug oo Heshiis Gaaray	soomaaliya
Wareysi: Suleymaan Ciise oo Senate-ka Minnesota u Tartamaya	maraykanka
Kenyan Xalay Lagu Dilay Galkacyo	soomaaliya
Burcad-badeedda iyo Shirkadaha Caymiska	wararka
Obama oo Biden Siiyey Abaalmarinta Xorriyada	maraykanka
Warbixin: Xukunka Dilka ah ee Al-Shabab uu Fuliyo	wararka
Cudurka AIDS-ka iyo Dalka Uganda	wararka
Muqdisho: Ganacsato ku hanjabtay joojinta qaadka	soomaaliya
Ciidamada Amisom oo qarax lala beegsaday	soomaaliya
Qarax dad badan ku dilay Pakistan	caalamka
Mareykanka oo jaraya Kaalmadi uu Sii Jiray Pakistan	caalamka
Halista Weerarada Ka Dhaca Goobaha Waxbarashada Mareykanka	maraykanka
Maxkamad Dhageysaneysa Kiiska Amarka Trump	maraykanka
Turkey: Dood ka taagan isku day Hagia Sophia looga dhigayo Masjid	caalamka
Fal-celinta Carabta ee Heshiiska Imaaraadka iyo Isreal	caalamka
Al-Shabab oo Sheegatay Weerarkii Witu	afrika
DKMG oo Diidday Midowga Shabaab iyo Xisbul-Islaam	wararka
Switzerland: Dood ka Taagan in la Mamnuuco Niqaabka	caalamka
Dhimashada Qaraxii Muqdisho oo Korortay	soomaaliya
Somalia President Vows to Rid Terrorists in Anniversary Speech	wararka
Doodda Gaaban: Qaraxa Muqdisho	wararka
Park oo Khudbad u Jeedineysa Congress-ka	maraykanka
Dawladda oo Taageero ka Codsanaysa Caalamka	wararka
